[12:29:05.771] [INFO] 로깅 시스템 초기화됨
[12:29:05.773] [INFO] 서버 인스턴스 생성됨
[12:29:05.773] [INFO] 서버 초기화 시작 (포트: 9000)
[12:29:05.774] [INFO] 윈속 초기화 성공
[12:29:05.776] [INFO] 리스닝 소켓 생성 성공
[12:29:05.776] [INFO] 소켓 바인딩 성공 (포트: 9000)
[12:29:05.776] [INFO] 리스닝 시작됨
[12:29:05.777] [INFO] IOCP 생성 성공
[12:29:05.777] [INFO] CPU 코어 수: 16, 생성할 작업자 스레드: 16
[12:29:05.777] [INFO] 작업자 스레드 #1 생성됨
[12:29:05.778] [INFO] 작업자 스레드 시작 (ThreadID: 37076)
[12:29:05.778] [INFO] 작업자 스레드 #2 생성됨
[12:29:05.779] [INFO] 작업자 스레드 시작 (ThreadID: 37332)
[12:29:05.779] [INFO] 작업자 스레드 #3 생성됨
[12:29:05.779] [INFO] 작업자 스레드 시작 (ThreadID: 3064)
[12:29:05.780] [INFO] 작업자 스레드 #4 생성됨
[12:29:05.780] [INFO] 작업자 스레드 시작 (ThreadID: 36488)
[12:29:05.781] [INFO] 작업자 스레드 #5 생성됨
[12:29:05.781] [INFO] 작업자 스레드 시작 (ThreadID: 38472)
[12:29:05.782] [INFO] 작업자 스레드 #6 생성됨
[12:29:05.782] [INFO] 작업자 스레드 시작 (ThreadID: 34760)
[12:29:05.782] [INFO] 작업자 스레드 #7 생성됨
[12:29:05.782] [INFO] 작업자 스레드 시작 (ThreadID: 38540)
[12:29:05.783] [INFO] 작업자 스레드 #8 생성됨
[12:29:05.783] [INFO] 작업자 스레드 시작 (ThreadID: 35812)
[12:29:05.783] [INFO] 작업자 스레드 #9 생성됨
[12:29:05.784] [INFO] 작업자 스레드 시작 (ThreadID: 38200)
[12:29:05.784] [INFO] 작업자 스레드 #10 생성됨
[12:29:05.784] [INFO] 작업자 스레드 시작 (ThreadID: 33980)
[12:29:05.785] [INFO] 작업자 스레드 #11 생성됨
[12:29:05.785] [INFO] 작업자 스레드 시작 (ThreadID: 38100)
[12:29:05.786] [INFO] 작업자 스레드 #12 생성됨
[12:29:05.786] [INFO] 작업자 스레드 시작 (ThreadID: 37300)
[12:29:05.787] [INFO] 작업자 스레드 #13 생성됨
[12:29:05.788] [INFO] 작업자 스레드 시작 (ThreadID: 36020)
[12:29:05.788] [INFO] 작업자 스레드 #14 생성됨
[12:29:05.788] [INFO] 작업자 스레드 시작 (ThreadID: 36228)
[12:29:05.789] [INFO] 작업자 스레드 #15 생성됨
[12:29:05.789] [INFO] 작업자 스레드 시작 (ThreadID: 37648)
[12:29:05.790] [INFO] 작업자 스레드 #16 생성됨
[12:29:05.790] [INFO] 작업자 스레드 시작 (ThreadID: 38152)
[12:29:05.790] [INFO] 서버 초기화 완료
[12:29:05.790] [INFO] 서버 실행. 포트 번호: 9000
[12:29:05.790] [INFO] IOCP 멀티플레이어 서버 시작됨...
[12:29:05.791] [INFO] 서버 실행 시작
[12:29:10.892] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: SendClientId, 보낸 크기: 7, 클라이언트 ID: 1
[12:29:10.892] [INFO] 새 클라이언트에게 ID 1 전송됨
[12:29:10.892] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: SendInitialPosition, 보낸 크기: 32, 클라이언트 ID: 1
[12:29:10.894] [INFO] 초기 위치 정보 전송됨 - 클라이언트 ID: 1, 위치: X=0.000000, Y=0.000000, Z=90.000000
[12:29:10.894] [INFO] 새 플레이어 정보(ID: 1) 브로드캐스트 - 수신자 수: 0
[12:29:10.895] [INFO] 기존 플레이어 정보 0개가 새 클라이언트(ID: 1)에게 전송됨
[12:29:10.895] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.896] [INFO] 위치 업데이트 - 클라이언트 ID: 1, 위치: X=0.000000, Y=0.000000, Z=90.000000, 속도: X=0.000000, Y=0.000000, Z=0.000000
[12:29:10.897] [INFO] 서버 FPS: 0.391389, 평균 프레임 시간: 511.000000ms, 클라이언트 수: 1
[12:29:10.899] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.908] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.917] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.937] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.948] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.956] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.965] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.973] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.982] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:10.991] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.002] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.010] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.019] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.028] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.037] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.049] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.060] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.068] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.076] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.085] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.093] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.102] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.110] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.119] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.140] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.148] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.158] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.166] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.174] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.183] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.191] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.202] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.210] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.218] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.226] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.235] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.243] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.252] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.262] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.271] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.280] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.288] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.298] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.306] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.316] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.324] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.334] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.344] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.352] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.361] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.371] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.379] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.388] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.397] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.406] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.415] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.425] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.434] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.443] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.452] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.460] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.470] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.479] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.486] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.495] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.504] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.512] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.521] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.530] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.540] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.549] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.558] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.566] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.575] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.585] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.594] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.603] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.612] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.620] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.629] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.639] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.649] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.658] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.667] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.675] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.683] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.692] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.700] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.709] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.717] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.725] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.734] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.743] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.751] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.762] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.771] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.779] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.787] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.795] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.804] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.814] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.824] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.832] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.841] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.849] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.857] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.866] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.874] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.882] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.891] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.899] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.908] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.917] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.926] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.934] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.943] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.952] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.960] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.970] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.978] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.987] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:11.996] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.022] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.032] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.040] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.049] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.058] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.066] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.076] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.084] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.093] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.102] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.110] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.118] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.127] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
[12:29:12.136] [INFO] [SendPacket] WSASend 요청 성공 - 컨텍스트: ServerPing, 보낸 크기: 11, 클라이언트 ID: 1
